T_out,Press_mm_hg,RH_out
6.23,756.9,85
6.32,756.9,84.5
6.4,756.9,84
6.27,756.87,85.17
6.13,756.83,86.33
6,756.8,87.5
5.87,756.77,88.67
5.73,756.73,89.83
5.6,756.7,91
5.58,756.68,91
5.57,756.67,91
5.55,756.65,91
5.53,756.63,91
5.52,756.62,91
5.5,756.6,91
5.42,756.58,91.33
5.33,756.57,91.67
5.25,756.55,92
5.17,756.53,92.33
5.08,756.52,92.67
5,756.5,93
5.07,756.45,92.67
5.13,756.4,92.33
5.2,756.35,92
5.27,756.3,91.67
5.33,756.25,91.33
5.4,756.2,91
5.42,756.2,90.67
5.43,756.2,90.33
5.45,756.2,90
5.47,756.2,89.67
5.48,756.2,89.33
5.5,756.2,89
5.52,756.22,88.83
5.53,756.23,88.67
5.55,756.25,88.5
5.57,756.27,88.33
5.58,756.28,88.17
5.6,756.3,88
5.72,756.35,87.5
5.83,756.4,87
5.95,756.45,86.5
6.07,756.5,86
6.18,756.55,85.5
6.3,756.6,85
6.33,756.62,84.67
6.37,756.63,84.33
6.4,756.65,84
6.43,756.67,83.67
6.47,756.68,83.33
6.5,756.7,83
6.58,756.73,82.33
6.67,756.77,81.67
6.75,756.8,81
6.83,756.83,80.33
6.92,756.87,79.67
7,756.9,79
7.13,756.9,77.83
7.27,756.9,76.67
7.4,756.9,75.5
7.53,756.9,74.33
7.67,756.9,73.17
7.8,756.9,72
7.93,756.9,71
8.07,756.9,70
8.2,756.9,69
8.33,756.9,68
8.47,756.9,67
8.6,756.9,66
8.68,756.87,65.67
8.77,756.83,65.33
8.85,756.8,65
8.93,756.77,64.67
9.02,756.73,64.33
9.1,756.7,64
9.17,756.65,63.33
9.23,756.6,62.67
9.3,756.55,62
9.37,756.5,61.33
9.43,756.45,60.67
9.5,756.4,60
9.5,756.37,60.5
9.5,756.33,61
9.5,756.3,61.5
9.5,756.27,62
9.5,756.23,62.5
9.5,756.2,63
9.48,756.18,63.5
9.47,756.17,64
9.45,756.15,64.5
9.43,756.13,65
9.42,756.12,65.5
9.4,756.1,66
9.35,756.12,66
9.3,756.13,66
9.25,756.15,66
9.2,756.17,66
9.15,756.18,66
9.1,756.2,66
9,756.2,67.5
8.9,756.2,69
8.8,756.2,70.5
8.7,756.2,72
8.6,756.2,73.5
8.5,756.2,75
8.43,756.22,75.5
8.37,756.23,76
8.3,756.25,76.5
8.23,756.27,77
8.17,756.28,77.5
8.1,756.3,78
8,756.32,78.83
7.9,756.33,79.67
7.8,756.35,80.5
7.7,756.37,81.33
7.6,756.38,82.17
7.5,756.4,83
7.38,756.4,84.17
7.27,756.4,85.33
7.15,756.4,86.5
7.03,756.4,87.67
6.92,756.4,88.83
6.8,756.4,90
6.75,756.35,90.5
6.7,756.3,91
6.65,756.25,91.5
6.6,756.2,92
6.55,756.15,92.5
6.5,756.1,93
6.5,756.05,93
6.5,756,93
6.5,755.95,93
6.5,755.9,93
6.5,755.85,93
6.5,755.8,93
6.47,755.78,93.5
6.43,755.77,94
6.4,755.75,94.5
6.37,755.73,95
6.33,755.72,95.5
6.3,755.7,96
6.3,755.67,96
6.3,755.63,96
6.3,755.6,96
6.3,755.57,96
6.3,755.53,96
6.3,755.5,96
6.3,755.45,95.83
6.3,755.4,95.67
6.3,755.35,95.5
6.3,755.3,95.33
6.3,755.25,95.17
6.3,755.2,95
6.27,755.12,95.33
6.23,755.03,95.67
6.2,754.95,96
6.17,754.87,96.33
6.13,754.78,96.67
6.1,754.7,97
6.1,754.63,97
6.1,754.57,97
6.1,754.5,97
6.1,754.43,97
6.1,754.37,97
6.1,754.3,97
6.13,754.23,96.67
6.17,754.17,96.33
6.2,754.1,96
6.23,754.03,95.67
6.27,753.97,95.33
6.3,753.9,95
6.27,753.85,95
6.23,753.8,95
6.2,753.75,95
6.17,753.7,95
6.13,753.65,95
6.1,753.6,95
6.1,753.53,95.33
6.1,753.47,95.67
6.1,753.4,96
6.1,753.33,96.33
6.1,753.27,96.67
6.1,753.2,97
6.15,753.23,97
6.2,753.27,97
6.25,753.3,97
6.3,753.33,97
6.35,753.37,97
6.4,753.4,97
6.42,753.43,97
6.43,753.47,97
6.45,753.5,97
6.47,753.53,97
6.48,753.57,97
6.5,753.6,97
6.58,753.62,96.83
6.67,753.63,96.67
6.75,753.65,96.5
6.83,753.67,96.33
6.92,753.68,96.17
7,753.7,96
7.08,753.75,95.83
7.17,753.8,95.67
7.25,753.85,95.5
7.33,753.9,95.33
7.42,753.95,95.17
7.5,754,95
7.68,754.05,95
7.87,754.1,95
8.05,754.15,95
8.23,754.2,95
8.42,754.25,95
8.6,754.3,95
8.6,754.43,94.17
8.6,754.57,93.33
8.6,754.7,92.5
8.6,754.83,91.67
8.6,754.97,90.83
8.6,755.1,90
8.87,755.2,86.83
9.13,755.3,83.67
9.4,755.4,80.5
9.67,755.5,77.33
9.93,755.6,74.17
10.2,755.7,71
10.27,755.77,69.67
10.33,755.83,68.33
10.4,755.9,67
10.47,755.97,65.67
10.53,756.03,64.33
10.6,756.1,63
10.5,756.17,64
10.4,756.23,65
10.3,756.3,66
10.2,756.37,67
10.1,756.43,68
10,756.5,69
10.07,756.58,68.5
10.13,756.67,68
10.2,756.75,67.5
10.27,756.83,67
10.33,756.92,66.5
10.4,757,66
10.32,757.12,65.33
10.23,757.23,64.67
10.15,757.35,64
10.07,757.47,63.33
9.98,757.58,62.67
9.9,757.7,62
9.6,757.77,64
9.3,757.83,66
9,757.9,68
8.7,757.97,70
8.4,758.03,72
8.1,758.1,74
8,758.17,73.33
7.9,758.23,72.67
7.8,758.3,72
7.7,758.37,71.33
7.6,758.43,70.67
7.5,758.5,70
7.13,758.6,72.67
6.77,758.7,75.33
6.4,758.8,78
6.03,758.9,80.67
5.67,759,83.33
5.3,759.1,86
5.03,759.12,86.83
4.77,759.13,87.67
4.5,759.15,88.5
4.23,759.17,89.33
3.97,759.18,90.17
3.7,759.2,91
3.38,759.2,91.67
3.07,759.2,92.33
2.75,759.2,93
2.43,759.2,93.67
2.12,759.2,94.33
1.8,759.2,95
1.75,759.2,95.33
1.7,759.2,95.67
1.65,759.2,96
1.6,759.2,96.33
1.55,759.2,96.67
1.5,759.2,97
1.63,759.13,96
1.77,759.07,95
1.9,759,94
2.03,758.93,93
2.17,758.87,92
2.3,758.8,91
2.65,758.8,90.17
3,758.8,89.33
3.35,758.8,88.5
3.7,758.8,87.67
4.05,758.8,86.83
4.4,758.8,86
4.33,758.75,86
4.27,758.7,86
4.2,758.65,86
4.13,758.6,86
4.07,758.55,86
4,758.5,86
3.87,758.43,86.33
3.73,758.37,86.67
3.6,758.3,87
3.47,758.23,87.33
3.33,758.17,87.67
3.2,758.1,88
3.17,758.02,88
3.13,757.93,88
3.1,757.85,88
3.07,757.77,88
3.03,757.68,88
3,757.6,88
3.12,757.53,87.67
3.23,757.47,87.33
3.35,757.4,87
3.47,757.33,86.67
3.58,757.27,86.33
3.7,757.2,86
3.83,757.17,85.67
3.97,757.13,85.33
4.1,757.1,85
4.23,757.07,84.67
4.37,757.03,84.33
4.5,757,84
4.75,756.95,83.67
5,756.9,83.33
5.25,756.85,83
5.5,756.8,82.67
5.75,756.75,82.33
6,756.7,82
6.13,756.7,83
6.27,756.7,84
6.4,756.7,85
6.53,756.7,86
6.67,756.7,87
6.8,756.7,88
7.08,756.67,88.17
7.37,756.63,88.33
7.65,756.6,88.5
7.93,756.57,88.67
8.22,756.53,88.83
8.5,756.5,89
8.68,756.4,88.33
8.87,756.3,87.67
9.05,756.2,87
9.23,756.1,86.33
9.42,756,85.67
9.6,755.9,85
9.92,755.77,82.83
10.23,755.63,80.67
10.55,755.5,78.5
10.87,755.37,76.33
11.18,755.23,74.17
11.5,755.1,72
11.7,755.02,71.5
11.9,754.93,71
12.1,754.85,70.5
12.3,754.77,70
12.5,754.68,69.5
12.7,754.6,69
12.93,754.48,67.83
13.17,754.37,66.67
13.4,754.25,65.5
13.63,754.13,64.33
13.87,754.02,63.17
14.1,753.9,62
14,753.78,62.67
13.9,753.67,63.33
13.8,753.55,64
13.7,753.43,64.67
13.6,753.32,65.33
13.5,753.2,66
13.38,753.13,67.33
13.27,753.07,68.67
13.15,753,70
13.03,752.93,71.33
12.92,752.87,72.67
12.8,752.8,74
12.95,752.65,73.5
13.1,752.5,73
13.25,752.35,72.5
13.4,752.2,72
13.55,752.05,71.5
13.7,751.9,71
13.72,751.78,70
13.73,751.67,69
13.75,751.55,68
13.77,751.43,67
13.78,751.32,66
13.8,751.2,65
13.68,751.13,65.67
13.57,751.07,66.33
13.45,751,67
13.33,750.93,67.67
13.22,750.87,68.33
13.1,750.8,69
13.17,750.63,68.33
13.23,750.47,67.67
13.3,750.3,67
13.37,750.13,66.33
13.43,749.97,65.67
13.5,749.8,65
13.47,749.65,65
13.43,749.5,65
13.4,749.35,65
13.37,749.2,65
13.33,749.05,65
13.3,748.9,65
13.3,748.8,65
13.3,748.7,65
13.3,748.6,65
13.3,748.5,65
13.3,748.4,65
13.3,748.3,65
13.28,748.15,64.5
13.27,748,64
13.25,747.85,63.5
13.23,747.7,63
13.22,747.55,62.5
13.2,747.4,62
13.25,747.25,61.67
13.3,747.1,61.33
13.35,746.95,61
13.4,746.8,60.67
13.45,746.65,60.33
13.5,746.5,60
12.63,746.85,64.83
11.77,747.2,69.67
10.9,747.55,74.5
10.03,747.9,79.33
9.17,748.25,84.17
8.3,748.6,89
8.15,748.65,90
8,748.7,91
7.85,748.75,92
7.7,748.8,93
7.55,748.85,94
7.4,748.9,95
7.37,748.89,95.17
7.33,748.88,95.33
7.3,748.88,95.5
7.27,748.87,95.67
7.23,748.86,95.83
7.2,748.85,96
7.17,748.84,96.17
7.13,748.83,96.33
7.1,748.83,96.5
7.07,748.82,96.67
7.03,748.81,96.83
7,748.8,97
7,748.8,97.17
7,748.8,97.33
7,748.8,97.5
7,748.8,97.67
7,748.8,97.83
7,748.8,98
6.92,748.9,97.67
6.83,749,97.33
6.75,749.1,97
6.67,749.2,96.67
6.58,749.3,96.33
6.5,749.4,96
6.47,749.45,95.67
6.43,749.5,95.33
6.4,749.55,95
6.37,749.6,94.67
6.33,749.65,94.33
6.3,749.7,94
6.3,749.83,93.17
6.3,749.97,92.33
6.3,750.1,91.5
6.3,750.23,90.67
6.3,750.37,89.83
6.3,750.5,89
6.3,750.52,88.83
6.3,750.53,88.67
6.3,750.55,88.5
6.3,750.57,88.33
6.3,750.58,88.17
6.3,750.6,88
6.33,750.72,88
6.37,750.83,88
6.4,750.95,88
6.43,751.07,88
6.47,751.18,88
6.5,751.3,88
6.88,751.32,86.17
7.27,751.33,84.33
7.65,751.35,82.5
8.03,751.37,80.67
8.42,751.38,78.83
8.8,751.4,77
8.92,751.38,76.17
9.03,751.37,75.33
9.15,751.35,74.5
9.27,751.33,73.67
9.38,751.32,72.83
9.5,751.3,72
9.8,751.28,71
10.1,751.27,70
10.4,751.25,69
10.7,751.23,68
11,751.22,67
11.3,751.2,66
11.45,751.22,65
11.6,751.23,64
11.75,751.25,63
11.9,751.27,62
12.05,751.28,61
12.2,751.3,60
12.13,751.22,59.5
12.07,751.13,59
12,751.05,58.5
11.93,750.97,58
11.87,750.88,57.5
11.8,750.8,57
11.97,750.75,56.33
12.13,750.7,55.67
12.3,750.65,55
12.47,750.6,54.33
12.63,750.55,53.67
12.8,750.5,53
12.75,750.45,53.33
12.7,750.4,53.67
12.65,750.35,54
12.6,750.3,54.33
12.55,750.25,54.67
12.5,750.2,55
12.4,750.15,55.17
12.3,750.1,55.33
12.2,750.05,55.5
12.1,750,55.67
12,749.95,55.83
11.9,749.9,56
11.58,749.9,58.83
11.27,749.9,61.67
10.95,749.9,64.5
10.63,749.9,67.33
10.32,749.9,70.17
10,749.9,73
9.83,749.93,72.67
9.67,749.97,72.33
9.5,750,72
9.33,750.03,71.67
9.17,750.07,71.33
9,750.1,71
8.93,750.1,71.5
8.87,750.1,72
8.8,750.1,72.5
8.73,750.1,73
8.67,750.1,73.5
8.6,750.1,74
8.58,750.03,74.67
8.57,749.97,75.33
8.55,749.9,76
8.53,749.83,76.67
8.52,749.77,77.33
8.5,749.7,78
8.45,749.6,77.83
8.4,749.5,77.67
8.35,749.4,77.5
8.3,749.3,77.33
8.25,749.2,77.17
8.2,749.1,77
8.23,749,76.83
8.27,748.9,76.67
8.3,748.8,76.5
8.33,748.7,76.33
8.37,748.6,76.17
8.4,748.5,76
8.43,748.35,75.67
8.47,748.2,75.33
8.5,748.05,75
8.53,747.9,74.67
8.57,747.75,74.33
8.6,747.6,74
8.67,747.45,73.5
8.73,747.3,73
8.8,747.15,72.5
8.87,747,72
8.93,746.85,71.5
9,746.7,71
9,746.52,71.17
9,746.33,71.33
9,746.15,71.5
9,745.97,71.67
9,745.78,71.83
9,745.6,72
8.97,745.38,72
8.93,745.17,72
8.9,744.95,72
8.87,744.73,72
8.83,744.52,72
8.8,744.3,72
8.67,744.18,73.67
8.53,744.07,75.33
8.4,743.95,77
8.27,743.83,78.67
8.13,743.72,80.33
8,743.6,82
7.93,743.33,81.67
7.87,743.07,81.33
7.8,742.8,81
7.73,742.53,80.67
7.67,742.27,80.33
7.6,742,80
7.72,741.8,78.83
7.83,741.6,77.67
7.95,741.4,76.5
8.07,741.2,75.33
8.18,741,74.17
8.3,740.8,73
8.35,740.67,73
8.4,740.53,73
8.45,740.4,73
8.5,740.27,73
8.55,740.13,73
8.6,740,73
8.6,739.92,73.67
8.6,739.83,74.33
8.6,739.75,75
8.6,739.67,75.67
8.6,739.58,76.33
8.6,739.5,77
8.65,739.43,78
8.7,739.37,79
8.75,739.3,80
8.8,739.23,81
8.85,739.17,82
8.9,739.1,83
8.85,739.22,84.5
8.8,739.33,86
8.75,739.45,87.5
8.7,739.57,89
8.65,739.68,90.5
8.6,739.8,92
8.88,739.97,88.83
9.17,740.13,85.67
9.45,740.3,82.5
9.73,740.47,79.33
10.02,740.63,76.17
10.3,740.8,73
10.38,740.87,71.17
10.47,740.93,69.33
10.55,741,67.5
10.63,741.07,65.67
10.72,741.13,63.83
10.8,741.2,62
10.68,741.37,62.67
10.57,741.53,63.33
10.45,741.7,64
10.33,741.87,64.67
10.22,742.03,65.33
10.1,742.2,66
10.3,742.25,65.33
10.5,742.3,64.67
10.7,742.35,64
10.9,742.4,63.33
11.1,742.45,62.67
11.3,742.5,62
11.35,742.52,61.83
11.4,742.53,61.67
11.45,742.55,61.5
11.5,742.57,61.33
11.55,742.58,61.17
11.6,742.6,61
11.05,742.72,63.83
10.5,742.83,66.67
9.95,742.95,69.5
9.4,743.07,72.33
8.85,743.18,75.17
8.3,743.3,78
8.67,743.32,76
9.03,743.33,74
9.4,743.35,72
9.77,743.37,70
10.13,743.38,68
10.5,743.4,66
10.3,743.47,66.5
10.1,743.53,67
9.9,743.6,67.5
9.7,743.67,68
9.5,743.73,68.5
9.3,743.8,69
9.17,743.83,69.5
9.03,743.87,70
8.9,743.9,70.5
8.77,743.93,71
8.63,743.97,71.5
8.5,744,72
8.43,744.07,73.17
8.37,744.13,74.33
8.3,744.2,75.5
8.23,744.27,76.67
8.17,744.33,77.83
8.1,744.4,79
7.98,744.45,79.17
7.87,744.5,79.33
7.75,744.55,79.5
7.63,744.6,79.67
7.52,744.65,79.83
7.4,744.7,80
7.25,744.75,81.33
7.1,744.8,82.67
6.95,744.85,84
6.8,744.9,85.33
6.65,744.95,86.67
6.5,745,88
6.5,745.1,88.33
6.5,745.2,88.67
6.5,745.3,89
6.5,745.4,89.33
6.5,745.5,89.67
6.5,745.6,90
6.38,745.72,89
6.27,745.83,88
6.15,745.95,87
6.03,746.07,86
5.92,746.18,85
5.8,746.3,84
5.8,746.38,84.17
5.8,746.47,84.33
5.8,746.55,84.5
5.8,746.63,84.67
5.8,746.72,84.83
5.8,746.8,85
5.83,746.87,84.83
5.87,746.93,84.67
5.9,747,84.5
5.93,747.07,84.33
5.97,747.13,84.17
6,747.2,84
5.98,747.25,84.5
5.97,747.3,85
5.95,747.35,85.5
5.93,747.4,86
5.92,747.45,86.5
5.9,747.5,87
5.85,747.57,87
5.8,747.63,87
5.75,747.7,87
5.7,747.77,87
5.65,747.83,87
5.6,747.9,87
5.55,747.97,86.83
5.5,748.03,86.67
5.45,748.1,86.5
5.4,748.17,86.33
5.35,748.23,86.17
5.3,748.3,86
5.27,748.38,85.83
5.23,748.47,85.67
5.2,748.55,85.5
5.17,748.63,85.33
5.13,748.72,85.17
5.1,748.8,85
5.08,748.9,85.17
5.07,749,85.33
5.05,749.1,85.5
5.03,749.2,85.67
5.02,749.3,85.83
5,749.4,86
5.22,749.47,85.17
5.43,749.53,84.33
5.65,749.6,83.5
5.87,749.67,82.67
6.08,749.73,81.83
6.3,749.8,81
6.47,749.88,80
6.63,749.97,79
6.8,750.05,78
6.97,750.13,77
7.13,750.22,76
7.3,750.3,75
7.52,750.38,75.17
7.73,750.47,75.33
7.95,750.55,75.5
8.17,750.63,75.67
8.38,750.72,75.83
8.6,750.8,76
8.68,750.87,75.5
8.77,750.93,75
8.85,751,74.5
8.93,751.07,74
9.02,751.13,73.5
9.1,751.2,73
9.13,751.2,71.83
9.17,751.2,70.67
9.2,751.2,69.5
9.23,751.2,68.33
9.27,751.2,67.17
9.3,751.2,66
9.62,751.22,65
9.93,751.23,64
10.25,751.25,63
10.57,751.27,62
10.88,751.28,61
11.2,751.3,60
11.05,751.3,60
10.9,751.3,60
10.75,751.3,60
10.6,751.3,60
10.45,751.3,60
10.3,751.3,60
10.42,751.35,62
10.53,751.4,64
10.65,751.45,66
10.77,751.5,68
10.88,751.55,70
11,751.6,72
11.12,751.57,70.17
11.23,751.53,68.33
11.35,751.5,66.5
11.47,751.47,64.67
11.58,751.43,62.83
11.7,751.4,61
11.77,751.38,59.67
11.83,751.37,58.33
11.9,751.35,57
11.97,751.33,55.67
12.03,751.32,54.33
12.1,751.3,53
11.97,751.3,54
11.83,751.3,55
11.7,751.3,56
11.57,751.3,57
11.43,751.3,58
11.3,751.3,59
11.08,751.25,60.17
10.87,751.2,61.33
10.65,751.15,62.5
10.43,751.1,63.67
10.22,751.05,64.83
10,751,66
10,750.95,66.17
10,750.9,66.33
10,750.85,66.5
10,750.8,66.67
10,750.75,66.83
10,750.7,67
9.87,750.68,68.5
9.73,750.67,70
9.6,750.65,71.5
9.47,750.63,73
9.33,750.62,74.5
9.2,750.6,76
9.27,750.52,76
9.33,750.43,76
9.4,750.35,76
9.47,750.27,76
9.53,750.18,76
9.6,750.1,76
9.63,750.08,76.67
9.67,750.07,77.33
9.7,750.05,78
9.73,750.03,78.67
9.77,750.02,79.33
9.8,750,80
9.75,750.03,80.17
9.7,750.07,80.33
9.65,750.1,80.5
9.6,750.13,80.67
9.55,750.17,80.83
9.5,750.2,81
9.52,750.27,80.17
9.53,750.33,79.33
9.55,750.4,78.5
9.57,750.47,77.67
9.58,750.53,76.83
9.6,750.6,76
9.58,750.62,75.83
9.57,750.63,75.67
9.55,750.65,75.5
9.53,750.67,75.33
9.52,750.68,75.17
9.5,750.7,75
9.4,750.73,75.17
9.3,750.77,75.33
9.2,750.8,75.5
9.1,750.83,75.67
9,750.87,75.83
8.9,750.9,76
8.87,750.9,75.83
8.83,750.9,75.67
8.8,750.9,75.5
8.77,750.9,75.33
8.73,750.9,75.17
8.7,750.9,75
8.63,750.92,75.67
8.57,750.93,76.33
8.5,750.95,77
8.43,750.97,77.67
8.37,750.98,78.33
8.3,751,79
8.15,751.05,80.33
8,751.1,81.67
7.85,751.15,83
7.7,751.2,84.33
7.55,751.25,85.67
7.4,751.3,87
7.42,751.35,86.33
7.43,751.4,85.67
7.45,751.45,85
7.47,751.5,84.33
7.48,751.55,83.67
7.5,751.6,83
7.55,751.68,82.33
7.6,751.77,81.67
7.65,751.85,81
7.7,751.93,80.33
7.75,752.02,79.67
7.8,752.1,79
7.88,752.17,78.17
7.97,752.23,77.33
8.05,752.3,76.5
8.13,752.37,75.67
8.22,752.43,74.83
8.3,752.5,74
8.45,752.55,73
8.6,752.6,72
8.75,752.65,71
8.9,752.7,70
9.05,752.75,69
9.2,752.8,68
9.27,752.88,67.67
9.33,752.97,67.33
9.4,753.05,67
9.47,753.13,66.67
9.53,753.22,66.33
9.6,753.3,66
9.65,753.32,65.5
9.7,753.33,65
9.75,753.35,64.5
9.8,753.37,64
9.85,753.38,63.5
9.9,753.4,63
10.03,753.4,63.17
10.17,753.4,63.33
10.3,753.4,63.5
10.43,753.4,63.67
10.57,753.4,63.83
10.7,753.4,64
10.68,753.43,64.33
10.67,753.47,64.67
10.65,753.5,65
10.63,753.53,65.33
10.62,753.57,65.67
10.6,753.6,66
10.7,753.55,65
10.8,753.5,64
10.9,753.45,63
11,753.4,62
11.1,753.35,61
11.2,753.3,60
11.17,753.28,61.17
11.13,753.27,62.33
11.1,753.25,63.5
11.07,753.23,64.67
11.03,753.22,65.83
11,753.2,67
10.97,753.18,66.83
10.93,753.17,66.67
10.9,753.15,66.5
10.87,753.13,66.33
10.83,753.12,66.17
10.8,753.1,66
10.72,753.12,65.5
10.63,753.13,65
10.55,753.15,64.5
10.47,753.17,64
10.38,753.18,63.5
10.3,753.2,63
10.08,753.23,64.67
9.87,753.27,66.33
9.65,753.3,68
9.43,753.33,69.67
9.22,753.37,71.33
9,753.4,73
8.77,753.47,74.83
8.53,753.53,76.67
8.3,753.6,78.5
8.07,753.67,80.33
7.83,753.73,82.17
7.6,753.8,84
7.52,753.83,85
7.43,753.87,86
7.35,753.9,87
7.27,753.93,88
7.18,753.97,89
7.1,754,90
7.05,754.05,90.17
7,754.1,90.33
6.95,754.15,90.5
6.9,754.2,90.67
6.85,754.25,90.83
6.8,754.3,91
6.75,754.3,91.67
6.7,754.3,92.33
6.65,754.3,93
6.6,754.3,93.67
6.55,754.3,94.33
6.5,754.3,95
6.47,754.28,95.17
6.43,754.27,95.33
6.4,754.25,95.5
6.37,754.23,95.67
6.33,754.22,95.83
6.3,754.2,96
6.27,754.22,96.17
6.23,754.23,96.33
6.2,754.25,96.5
6.17,754.27,96.67
6.13,754.28,96.83
6.1,754.3,97
6.1,754.3,97.17
6.1,754.3,97.33
6.1,754.3,97.5
6.1,754.3,97.67
6.1,754.3,97.83
6.1,754.3,98
6.08,754.25,98
6.07,754.2,98
6.05,754.15,98
6.03,754.1,98
6.02,754.05,98
6,754,98
6,754.05,98.17
6,754.1,98.33
6,754.15,98.5
6,754.2,98.67
6,754.25,98.83
6,754.3,99
6,754.2,98.83
6,754.1,98.67
6,754,98.5
6,753.9,98.33
6,753.8,98.17
6,753.7,98
5.98,753.75,97.5
5.97,753.8,97
5.95,753.85,96.5
5.93,753.9,96
5.92,753.95,95.5
5.9,754,95
5.92,754.03,94.83
5.93,754.07,94.67
5.95,754.1,94.5
5.97,754.13,94.33
5.98,754.17,94.17
6,754.2,94
6.02,754.22,94.17
6.03,754.23,94.33
6.05,754.25,94.5
6.07,754.27,94.67
6.08,754.28,94.83
6.1,754.3,95
6.2,754.32,94.5
6.3,754.33,94
6.4,754.35,93.5
6.5,754.37,93
6.6,754.38,92.5
6.7,754.4,92
6.85,754.43,90.67
7,754.47,89.33
7.15,754.5,88
7.3,754.53,86.67
7.45,754.57,85.33
7.6,754.6,84
7.65,754.67,83.83
7.7,754.73,83.67
7.75,754.8,83.5
7.8,754.87,83.33
7.85,754.93,83.17
7.9,755,83
7.75,754.95,83.17
7.6,754.9,83.33
7.45,754.85,83.5
7.3,754.8,83.67
7.15,754.75,83.83
7,754.7,84
7.15,754.68,84.33
7.3,754.67,84.67
7.45,754.65,85
7.6,754.63,85.33
7.75,754.62,85.67
7.9,754.6,86
7.93,754.55,85.17
7.97,754.5,84.33
8,754.45,83.5
8.03,754.4,82.67
8.07,754.35,81.83
8.1,754.3,81
8.1,754.3,80.83
8.1,754.3,80.67
8.1,754.3,80.5
8.1,754.3,80.33
8.1,754.3,80.17
8.1,754.3,80
8.13,754.2,79.83
8.17,754.1,79.67
8.2,754,79.5
8.23,753.9,79.33
8.27,753.8,79.17
8.3,753.7,79
8.33,753.82,78.33
8.37,753.93,77.67
8.4,754.05,77
8.43,754.17,76.33
8.47,754.28,75.67
8.5,754.4,75
8.43,754.47,76.17
8.37,754.53,77.33
8.3,754.6,78.5
8.23,754.67,79.67
8.17,754.73,80.83
8.1,754.8,82
8.05,754.83,82.67
8,754.87,83.33
7.95,754.9,84
7.9,754.93,84.67
7.85,754.97,85.33
7.8,755,86
7.63,755.03,86.5
7.47,755.07,87
7.3,755.1,87.5
7.13,755.13,88
6.97,755.17,88.5
6.8,755.2,89
6.68,755.25,88.5
6.57,755.3,88
6.45,755.35,87.5
6.33,755.4,87
6.22,755.45,86.5
6.1,755.5,86
6.13,755.6,86.33
6.17,755.7,86.67
6.2,755.8,87
6.23,755.9,87.33
6.27,756,87.67
6.3,756.1,88
6.33,756.17,88
6.37,756.23,88
6.4,756.3,88
6.43,756.37,88
6.47,756.43,88
6.5,756.5,88
6.47,756.63,88.17
6.43,756.77,88.33
6.4,756.9,88.5
6.37,757.03,88.67
6.33,757.17,88.83
6.3,757.3,89
6.27,757.37,89
6.23,757.43,89
6.2,757.5,89
6.17,757.57,89
6.13,757.63,89
6.1,757.7,89
5.9,757.77,89.5
5.7,757.83,90
5.5,757.9,90.5
5.3,757.97,91
5.1,758.03,91.5
4.9,758.1,92
4.83,758.07,91.83
4.77,758.03,91.67
4.7,758,91.5
4.63,757.97,91.33
4.57,757.93,91.17
4.5,757.9,91
4.27,758.05,91.67
4.03,758.2,92.33
3.8,758.35,93
3.57,758.5,93.67
3.33,758.65,94.33
3.1,758.8,95
3.03,758.85,95
2.97,758.9,95
2.9,758.95,95
2.83,759,95
2.77,759.05,95
2.7,759.1,95
2.62,759.2,95.33
2.53,759.3,95.67
2.45,759.4,96
2.37,759.5,96.33
2.28,759.6,96.67
2.2,759.7,97
2.2,759.78,96.67
2.2,759.87,96.33
2.2,759.95,96
2.2,760.03,95.67
2.2,760.12,95.33
2.2,760.2,95
2.37,760.27,95.67
2.53,760.33,96.33
2.7,760.4,97
2.87,760.47,97.67
3.03,760.53,98.33
3.2,760.6,99
3.52,760.65,97.67
3.83,760.7,96.33
4.15,760.75,95
4.47,760.8,93.67
4.78,760.85,92.33
5.1,760.9,91
5.37,760.93,90.5
5.63,760.97,90
5.9,761,89.5
6.17,761.03,89
6.43,761.07,88.5
6.7,761.1,88
6.98,761.17,86.5
7.27,761.23,85
7.55,761.3,83.5
7.83,761.37,82
8.12,761.43,80.5
8.4,761.5,79
8.63,761.42,78.17
8.87,761.33,77.33
9.1,761.25,76.5
9.33,761.17,75.67
9.57,761.08,74.83
9.8,761,74
9.97,760.95,71.67
10.13,760.9,69.33
10.3,760.85,67
10.47,760.8,64.67
10.63,760.75,62.33
10.8,760.7,60
10.78,760.7,59.5
10.77,760.7,59
10.75,760.7,58.5
10.73,760.7,58
10.72,760.7,57.5
10.7,760.7,57
10.77,760.63,56.83
10.83,760.57,56.67
10.9,760.5,56.5
10.97,760.43,56.33
11.03,760.37,56.17
11.1,760.3,56
11,760.25,56.5
10.9,760.2,57
10.8,760.15,57.5
10.7,760.1,58
10.6,760.05,58.5
10.5,760,59
10.47,759.97,59.33
10.43,759.93,59.67
10.4,759.9,60
10.37,759.87,60.33
10.33,759.83,60.67
10.3,759.8,61
10.25,759.77,61.67
10.2,759.73,62.33
10.15,759.7,63
10.1,759.67,63.67
10.05,759.63,64.33
10,759.6,65
9.88,759.6,66
9.77,759.6,67
9.65,759.6,68
9.53,759.6,69
9.42,759.6,70
9.3,759.6,71
9.28,759.65,71
9.27,759.7,71
9.25,759.75,71
9.23,759.8,71
9.22,759.85,71
9.2,759.9,71
9.13,759.87,71.33
9.07,759.83,71.67
